01;https://fr.wiktionary.org/wiki/01;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
27;https://fr.wiktionary.org/wiki/27;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
76;https://fr.wiktionary.org/wiki/76;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
974;https://fr.wiktionary.org/wiki/974;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
actif;https://fr.wiktionary.org/wiki/actif;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
adjoint;https://fr.wiktionary.org/wiki/adjoint;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
adoptabilité;https://fr.wiktionary.org/wiki/adoptabilit%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
affectataire;https://fr.wiktionary.org/wiki/affectataire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
aide;https://fr.wiktionary.org/wiki/aide;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
ampliataire;https://fr.wiktionary.org/wiki/ampliataire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
ANPE;https://fr.wiktionary.org/wiki/ANPE;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
apostille;https://fr.wiktionary.org/wiki/apostille;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
arrondissement;https://fr.wiktionary.org/wiki/arrondissement;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
ASH;https://fr.wiktionary.org/wiki/ASH;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
audit;https://fr.wiktionary.org/wiki/audit;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
auditrice;https://fr.wiktionary.org/wiki/auditrice;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
bannière;https://fr.wiktionary.org/wiki/banni%C3%A8re;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
blâme;https://fr.wiktionary.org/wiki/bl%C3%A2me;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
blanc;https://fr.wiktionary.org/wiki/blanc;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
bleu;https://fr.wiktionary.org/wiki/bleu;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
bordereau;https://fr.wiktionary.org/wiki/bordereau;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
bourgmestre;https://fr.wiktionary.org/wiki/bourgmestre;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
canton;https://fr.wiktionary.org/wiki/canton;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
CAP;https://fr.wiktionary.org/wiki/CAP;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
CDC;https://fr.wiktionary.org/wiki/CDC;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
CEC;https://fr.wiktionary.org/wiki/CEC;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
CES;https://fr.wiktionary.org/wiki/CES;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
Champigny-sur-Yonne;https://fr.wiktionary.org/wiki/Champigny-sur-Yonne;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
chancellerie;https://fr.wiktionary.org/wiki/chancellerie;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
charbonnier;https://fr.wiktionary.org/wiki/charbonnier;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
chassable;https://fr.wiktionary.org/wiki/chassable;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
chefferie;https://fr.wiktionary.org/wiki/chefferie;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
citoyen;https://fr.wiktionary.org/wiki/citoyen;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
commensal;https://fr.wiktionary.org/wiki/commensal;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
commensaux;https://fr.wiktionary.org/wiki/commensaux;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
commune;https://fr.wiktionary.org/wiki/commune;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
confidentiel;https://fr.wiktionary.org/wiki/confidentiel;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
conscriptible;https://fr.wiktionary.org/wiki/conscriptible;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
conscriptionnel;https://fr.wiktionary.org/wiki/conscriptionnel;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
consultatif;https://fr.wiktionary.org/wiki/consultatif;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
contributoire;https://fr.wiktionary.org/wiki/contributoire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
contributoirement;https://fr.wiktionary.org/wiki/contributoirement;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
contrôlage;https://fr.wiktionary.org/wiki/contr%C3%B4lage;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
contrôlement;https://fr.wiktionary.org/wiki/contr%C3%B4lement;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
contrôler;https://fr.wiktionary.org/wiki/contr%C3%B4ler;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
cotiser;https://fr.wiktionary.org/wiki/cotiser;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
crédit;https://fr.wiktionary.org/wiki/cr%C3%A9dit;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
CSP;https://fr.wiktionary.org/wiki/CSP;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
décéder;https://fr.wiktionary.org/wiki/d%C3%A9c%C3%A9der;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
déchéance;https://fr.wiktionary.org/wiki/d%C3%A9ch%C3%A9ance;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
déconcentrer;https://fr.wiktionary.org/wiki/d%C3%A9concentrer;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
DEEE;https://fr.wiktionary.org/wiki/DEEE;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
département;https://fr.wiktionary.org/wiki/d%C3%A9partement;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
déplacement;https://fr.wiktionary.org/wiki/d%C3%A9placement;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
déportuaire;https://fr.wiktionary.org/wiki/d%C3%A9portuaire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
dérogatoire;https://fr.wiktionary.org/wiki/d%C3%A9rogatoire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
détaché;https://fr.wiktionary.org/wiki/d%C3%A9tach%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
détaxe;https://fr.wiktionary.org/wiki/d%C3%A9taxe;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
dhimmi;https://fr.wiktionary.org/wiki/dhimmi;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
directive;https://fr.wiktionary.org/wiki/directive;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
distraire;https://fr.wiktionary.org/wiki/distraire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
division;https://fr.wiktionary.org/wiki/division;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
domanialiser;https://fr.wiktionary.org/wiki/domanialiser;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
douaner;https://fr.wiktionary.org/wiki/douaner;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
dûment;https://fr.wiktionary.org/wiki/d%C3%BBment;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
édile;https://fr.wiktionary.org/wiki/%C3%A9dile;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
édilité;https://fr.wiktionary.org/wiki/%C3%A9dilit%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
emprise;https://fr.wiktionary.org/wiki/emprise;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
encadrer;https://fr.wiktionary.org/wiki/encadrer;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
encombrant;https://fr.wiktionary.org/wiki/encombrant;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
entendre;https://fr.wiktionary.org/wiki/entendre;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
eurocrate;https://fr.wiktionary.org/wiki/eurocrate;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
exhumer;https://fr.wiktionary.org/wiki/exhumer;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
exposant;https://fr.wiktionary.org/wiki/exposant;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
fokontany;https://fr.wiktionary.org/wiki/fokontany;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
fonctionnariat;https://fr.wiktionary.org/wiki/fonctionnariat;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
gradonatchalnik;https://fr.wiktionary.org/wiki/gradonatchalnik;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
haut-commissariat;https://fr.wiktionary.org/wiki/haut-commissariat;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
hiérarchologie;https://fr.wiktionary.org/wiki/hi%C3%A9rarchologie;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
houilleur;https://fr.wiktionary.org/wiki/houilleur;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
impétrant;https://fr.wiktionary.org/wiki/imp%C3%A9trant;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
inactivité;https://fr.wiktionary.org/wiki/inactivit%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
incompatibilité;https://fr.wiktionary.org/wiki/incompatibilit%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
indemnité;https://fr.wiktionary.org/wiki/indemnit%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
individu;https://fr.wiktionary.org/wiki/individu;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
ineat;https://fr.wiktionary.org/wiki/ineat;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
insincère;https://fr.wiktionary.org/wiki/insinc%C3%A8re;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
interco;https://fr.wiktionary.org/wiki/interco;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
intercommunalité;https://fr.wiktionary.org/wiki/intercommunalit%C3%A9;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
interministériel;https://fr.wiktionary.org/wiki/interminist%C3%A9riel;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
IPA;https://fr.wiktionary.org/wiki/IPA;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
irarque;https://fr.wiktionary.org/wiki/irarque;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
IS;https://fr.wiktionary.org/wiki/IS;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
levée;https://fr.wiktionary.org/wiki/lev%C3%A9e;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
liquider;https://fr.wiktionary.org/wiki/liquider;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;0
lord-lieutenant;https://fr.wiktionary.org/wiki/lord-lieutenant;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
maire;https://fr.wiktionary.org/wiki/maire;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
mairesse;https://fr.wiktionary.org/wiki/mairesse;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
mairie;https://fr.wiktionary.org/wiki/mairie;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
marianne;https://fr.wiktionary.org/wiki/marianne;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
Marianne;https://fr.wiktionary.org/wiki/Marianne;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;1;0
ministériel;https://fr.wiktionary.org/wiki/minist%C3%A9riel;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
mouvement;https://fr.wiktionary.org/wiki/mouvement;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
MRC;https://fr.wiktionary.org/wiki/MRC;ADMINISTRATION;https://fr.wiktionary.org/wiki/Cat%C3%A9gorie:Lexique_en_fran%C3%A7ais_de_l%E2%80%99administration;0;1
